recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
grok4_fast_dinner_271,grok4_fast,dinner,Chilaquiles,Healthy Oven-Baked Chicken Chilaquiles Verdes,"[""300 g Corn tortilla chips, baked, low-fat"", ""200 g Chicken breast fillet, skinless, cooked"", ""200 g Tomatillos, fresh"", ""1 piece Onion, raw, medium (100 g)"", ""1 piece Jalapeño pepper, raw (20 g)"", ""2 cloves Garlic, raw (10 g)"", ""50 g Fresh coriander leaves"", ""200 ml Vegetable broth, low-sodium"", ""100 g Avocado, raw"", ""100 g Feta cheese, reduced-fat, crumbled"", ""2 pieces Egg, whole, raw"", ""1 tbsp Lime juice, fresh"", ""1 tbsp Olive oil"", ""1 tsp Ground cumin"", ""0.5 tsp Salt""]","Preheat your oven to 180°C. In a blender, combine the tomatillos, onion, jalapeño, garlic, coriander, lime juice, cumin, and salt, then blend until smooth, adding a splash of vegetable broth if needed to achieve a sauce consistency. Heat the olive oil in a large skillet over medium heat, pour in the blended sauce, and simmer for 8-10 minutes until slightly thickened, stirring occasionally. Shred the cooked chicken breast and stir it into the sauce along with the remaining vegetable broth. Gently fold in the corn tortilla chips, coating them evenly without breaking them too much, and cook for 2 minutes until they soften slightly. Transfer the mixture to a baking dish, sprinkle the crumbled feta cheese on top, and make two wells; crack an egg into each well. Bake in the preheated oven for 12-15 minutes until the egg whites are set but yolks are still runny. Remove from the oven, slice the avocado and arrange on top, then serve immediately while hot.",4,1850,98,92,162,22,12,28,4.2,650,12,250,950,2200,8,120,65,450,4,8,65,320,2.5,0.8,1.2,22,1.8,7,moderate,5
grok4_fast_dinner_272,grok4_fast,dinner,Chilaquiles,Healthy Baked Chicken Chilaquiles with Avocado and Beans,"[""300 g Corn tortilla chips, baked"", ""200 g Chicken breast fillet, skinless, raw"", ""400 g Canned tomatoes, chopped"", ""1 piece Onion, raw, medium (100 g)"", ""2 cloves Garlic, raw"", ""1 piece Jalapeño pepper, raw (30 g)"", ""200 ml Vegetable broth, low sodium"", ""150 g Black beans, canned, drained"", ""100 g Avocado, raw"", ""50 g Feta cheese, reduced fat"", ""20 g Fresh coriander leaves"", ""1 tbsp Olive oil"", ""1 tsp Ground cumin"", ""0.5 tsp Smoked paprika"", ""1 piece Lime, juice (30 ml)""]","Preheat your oven to 180°C. Dice the chicken breast into bite-sized pieces and season lightly with salt. Heat 1 tablespoon of olive oil in a large skillet over medium heat. Add the diced chicken and cook for 5-7 minutes until browned and cooked through, then remove and set aside. In the same skillet, add the finely chopped onion, minced garlic, and sliced jalapeño, sautéing for 3-4 minutes until softened and fragrant. Stir in the ground cumin and smoked paprika, cooking for 1 minute to toast the spices. Add the chopped tomatoes, vegetable broth, drained black beans, and lime juice, bringing the mixture to a simmer. Let it cook for 5 minutes to thicken slightly. Stir the cooked chicken back into the sauce. In a large baking dish, spread half of the corn tortilla chips, pour over half the chicken-tomato sauce mixture, then layer the remaining chips and top with the rest of the sauce. Sprinkle the crumbled feta cheese on top. Bake in the preheated oven for 15-20 minutes until the chips are slightly crisp and the cheese is melted. Remove from the oven, top with diced avocado and chopped fresh coriander, and serve immediately while hot.",4,1850,98,72,198,15,18,38,3.2,650,12,320,1100,2800,8,40,65,450,1.2,6,65,420,1.5,0.8,0.9,22,1.8,6,healthy,5
grok4_fast_dinner_273,grok4_fast,dinner,Chilaquiles,Healthy Oven-Baked Chilaquiles Verdes with Chicken and Avocado,"[""300 g Corn tortilla chips, baked, low-fat"", ""200 g Chicken breast fillet, skinless, cooked"", ""400 g Tomatillos, fresh"", ""1 piece Onion, raw, medium (100 g)"", ""2 cloves Garlic, raw"", ""1 piece Jalapeño pepper, raw (30 g)"", ""15 g Fresh cilantro leaves"", ""200 g Avocado, raw, Hass"", ""100 g Queso fresco, crumbled"", ""2 pieces Egg, whole, raw"", ""1 tbsp Lime juice, fresh"", ""1 tbsp Olive oil"", ""250 ml Vegetable broth, low-sodium""]","Preheat your oven to 180°C. In a blender, combine the tomatillos, chopped onion, garlic cloves, jalapeño pepper, cilantro, lime juice, and vegetable broth. Blend until smooth to make the salsa verde. Heat the olive oil in a large skillet over medium heat. Pour in the salsa verde and simmer for 5 minutes, stirring occasionally, until slightly thickened. Shred the cooked chicken breast and stir it into the salsa. Add the corn tortilla chips to the skillet and gently toss to coat them evenly with the sauce, ensuring they soften slightly but don't break apart completely. Transfer the mixture to a baking dish. Make two shallow wells in the chips and crack an egg into each well. Sprinkle the crumbled queso fresco on top. Bake in the preheated oven for 12-15 minutes, or until the egg whites are set but yolks are still runny. Remove from the oven, slice the avocado and arrange on top, then serve immediately while hot.",4,1850,95,95,165,22,12,28,3.2,850,12,320,1100,2800,8.5,120,85,450,4,8,65,320,2.5,0.8,1.2,25,1.8,7,moderate,5
grok4_fast_dinner_274,grok4_fast,dinner,Chilaquiles,Healthy Baked Chicken Chilaquiles with Black Beans and Avocado,"[""300 g Corn tortilla chips, baked"", ""200 g Chicken breast fillet, skinless, cooked"", ""400 g Canned tomatoes, chopped"", ""150 g Black beans, cooked, drained"", ""1 piece Onion, red, medium"", ""2 cloves Garlic"", ""1 piece Jalapeño pepper, fresh"", ""200 g Tomato salsa, mild"", ""100 g Cheddar cheese, reduced-fat, grated"", ""2 pieces Egg, whole, raw"", ""1 piece Avocado, ripe"", ""30 ml Lime juice, fresh"", ""15 ml Olive oil"", ""5 g Fresh cilantro leaves"", ""5 g Ground cumin"", ""3 g Chili powder"", ""2 g Salt""]","Preheat your oven to 180°C. Finely chop the onion, garlic, jalapeño, and cilantro. In a large skillet, heat the olive oil over medium heat. Add the chopped onion, garlic, and jalapeño, and sauté for 3-4 minutes until softened and fragrant. Stir in the chili powder and cumin, cooking for 1 minute. Add the chopped tomatoes, tomato salsa, black beans, shredded cooked chicken, and salt. Simmer the mixture on low heat for 10 minutes, stirring occasionally, until it thickens slightly. In a large baking dish, spread half of the tortilla chips. Pour half of the sauce over the chips, then sprinkle with half of the grated cheese. Layer the remaining chips, sauce, and cheese on top. Make two wells in the mixture and crack an egg into each. Bake in the preheated oven for 15-20 minutes, or until the eggs are set to your liking and the cheese is melted and bubbly. Remove from the oven and let rest for 5 minutes. Slice the avocado and drizzle with lime juice. Garnish the chilaquiles with avocado slices and chopped cilantro before serving.",4,2450,135,105,245,28,22,42,6.5,850,18,320,1400,3800,12,120,85,650,4.5,8,65,480,2.8,1.2,1.4,28,2.2,7,moderate,5
grok4_fast_dinner_275,grok4_fast,dinner,Chilaquiles,Healthy Baked Chicken Chilaquiles Verdes,"[""300 g Corn tortilla chips, baked"", ""200 g Chicken breast fillet, cooked and shredded"", ""200 g Tomatillos, husked and chopped"", ""100 g Onion, chopped"", ""2 pieces Green chili peppers, chopped"", ""2 cloves Garlic, minced"", ""200 ml Vegetable broth, low sodium"", ""100 g Avocado, diced"", ""100 g Tomato, diced"", ""50 g Queso fresco, crumbled"", ""30 g Fresh cilantro, chopped"", ""1 tbsp Lime juice"", ""1 tbsp Olive oil"", ""2 pieces Egg, large, poached""]","Preheat your oven to 180°C. In a medium saucepan, heat 1 tbsp olive oil over medium heat. Add the chopped onion, garlic, and green chili peppers, and sauté for 4-5 minutes until softened and fragrant. Stir in the chopped tomatillos and cook for another 5 minutes until they start to break down. Pour in the vegetable broth, bring to a simmer, and cook for 10 minutes until the sauce thickens slightly. Use an immersion blender or transfer to a blender to puree the mixture until smooth. Season with lime juice, salt, and pepper to taste. In a large baking dish, layer half of the baked corn tortilla chips. Top with the shredded chicken breast and pour half of the verde sauce over it. Repeat with the remaining chips and sauce. Sprinkle crumbled queso fresco on top. Bake in the preheated oven for 15-20 minutes until the chips are slightly crispy and the cheese is melted. Meanwhile, poach the eggs in simmering water for 3-4 minutes until the whites are set but yolks are runny. Remove the chilaquiles from the oven, top with diced avocado, diced tomato, chopped cilantro, and the poached eggs. Serve immediately while hot.",4,1850,105,75,190,15,12,28,3.2,650,12,280,950,2200,8,120,85,450,4,6,65,320,2.5,0.8,1.2,25,1.8,6,healthy,5
grok4_fast_dinner_276,grok4_fast,dinner,Chiles Rellenos,Healthy Baked Chiles Rellenos with Black Beans and Turkey,"[""4 pieces Poblano peppers, fresh"", ""200 g Turkey breast, ground, raw"", ""150 g Black beans, cooked"", ""100 g Onion, raw"", ""1 clove Garlic, raw"", ""100 g Tomato, ripe, raw"", ""50 g Monterey Jack cheese, low-fat"", ""2 pieces Egg, raw, whole"", ""50 g Egg white, raw"", ""30 g Whole wheat flour"", ""100 ml Salsa, tomato-based, low-sodium"", ""15 ml Olive oil"", ""5 g Chili powder"", ""2 g Cumin, ground"", ""2 g Salt"", ""1 g Black pepper, ground""]","Preheat your oven to 200°C. Place the poblano peppers directly over a medium-high flame on your stovetop and char them on all sides until the skin is blackened, about 5 minutes total. Transfer to a bowl, cover with plastic wrap, and let steam for 10 minutes. Peel off the skins under running water, then make a small slit lengthwise in each pepper and remove the seeds carefully, keeping the peppers intact. In a skillet, heat 10 ml of olive oil over medium heat. Add the chopped onion and minced garlic, sautéing until softened, about 3 minutes. Add the ground turkey breast, breaking it up with a spoon, and cook until browned, about 5 minutes. Stir in the chopped tomato, cooked black beans, chili powder, cumin, salt, and pepper. Cook for another 3 minutes until thickened. Stuff each poblano pepper with the turkey mixture and place them in a baking dish. Sprinkle the low-fat Monterey Jack cheese on top. In a bowl, whisk the whole eggs, egg whites, whole wheat flour, and remaining 5 ml olive oil to make a light batter. Pour the batter evenly over the stuffed peppers. Bake in the preheated oven for 25-30 minutes until the batter is set and golden, and the cheese is melted. Serve hot with salsa on the side.",4,1250,105,45,85,12,18,22,4.5,650,12,220,950,2800,8.5,120,95,850,2.5,6,220,280,2.2,0.8,1.1,22,2.1,6,healthy,5.5
grok4_fast_dinner_277,grok4_fast,dinner,Chiles Rellenos,Healthy Baked Chiles Rellenos with Quinoa and Black Beans,"[""4 pieces Poblano peppers, fresh"", ""150 g Quinoa, dry"", ""200 g Black beans, cooked"", ""100 g Sweet corn kernels, fresh"", ""100 g Onion, raw"", ""2 cloves Garlic, raw"", ""100 g Tomato, raw"", ""150 g Mozzarella cheese, low-fat"", ""2 pieces Egg, raw"", ""100 g Egg white, raw"", ""50 g Whole wheat breadcrumbs"", ""15 ml Olive oil"", ""5 g Chili powder"", ""2 g Cumin, ground"", ""5 g Salt"", ""2 g Black pepper, ground""]","Preheat your oven to 200°C. Rinse the quinoa under cold water and cook it in 300 ml of boiling water for 15 minutes until fluffy, then set aside. Cut a slit lengthwise in each poblano pepper and carefully remove the seeds and membranes with a spoon, keeping the peppers intact. Dice the onion, garlic, tomato, and sweet corn. In a skillet over medium heat, warm 15 ml olive oil and sauté the onion and garlic for 3 minutes until softened and fragrant. Add the cooked quinoa, black beans, corn, diced tomato, chili powder, cumin, salt, and black pepper, stirring for 5 minutes until well combined and heated through. Stuff each poblano pepper generously with the quinoa mixture. In a shallow bowl, beat the eggs and egg whites together. Spread the whole wheat breadcrumbs on a plate. Dip each stuffed pepper in the egg mixture, then coat with breadcrumbs. Place the coated peppers on a parchment-lined baking sheet and drizzle lightly with any remaining olive oil. Bake in the preheated oven for 25-30 minutes, turning halfway, until the breadcrumbs are golden and crispy, and the peppers are tender. Let rest for 5 minutes before serving.",4,1850,98,52,245,15,18,42,5.2,850,15,420,1200,3200,9,120,85,800,4,8,280,420,2.5,1.2,1.4,12,2.2,6,healthy,5
grok4_fast_dinner_278,grok4_fast,dinner,Chiles Rellenos,Healthy Baked Chiles Rellenos with Quinoa and Black Beans,"[""4 pieces Poblano peppers, fresh"", ""150 g Quinoa, dry"", ""200 g Black beans, cooked"", ""100 g Onion, red, chopped"", ""2 cloves Garlic, fresh, minced"", ""100 g Tomato, fresh, diced"", ""100 g Cheese, queso fresco, crumbled"", ""2 pieces Egg, whole, raw"", ""100 g Egg white, raw"", ""50 g Whole wheat flour"", ""15 ml Olive oil"", ""5 g Cumin, ground"", ""5 g Chili powder"", ""2 g Salt"", ""1 g Black pepper, ground"", ""30 ml Lime juice, fresh""]","Preheat your oven to 200°C. Place the poblano peppers directly over a medium-high gas flame or under the broiler, turning occasionally with tongs until the skins are blackened and blistered all over, about 5-7 minutes. Transfer the peppers to a bowl, cover with plastic wrap, and let steam for 10 minutes to loosen the skins. Peel off the charred skins under cool running water, then carefully make a slit down one side of each pepper and remove the seeds and membranes, keeping the peppers intact. Rinse the quinoa under cold water, then cook it in 300 ml of water in a saucepan over medium heat: bring to a boil, reduce to a simmer, cover, and cook for 15 minutes until the water is absorbed and quinoa is fluffy. In a skillet, heat 15 ml olive oil over medium heat, add chopped red onion and minced garlic, and sauté for 3-4 minutes until softened and fragrant. Stir in diced tomato, cooked black beans, cooked quinoa, cumin, chili powder, salt, black pepper, and lime juice; cook for another 3 minutes until well combined and heated through. Stuff each poblano pepper generously with the quinoa mixture, then place them in a baking dish. In a shallow bowl, whisk together 2 whole eggs and 100 g egg whites. Spread 50 g whole wheat flour on a plate, coat each stuffed pepper lightly in flour, then dip into the egg mixture. Arrange the coated peppers in the baking dish and bake in the preheated oven for 20-25 minutes until the egg coating is golden and set. Sprinkle crumbled queso fresco on top during the last 5 minutes of baking. Remove from the oven and let rest for 5 minutes before serving.",4,1850,92,52,260,15,18,42,4.5,850,18,420,1200,3200,9,120,85,850,4,8,280,520,2.5,1.2,1.1,12,2.2,6,healthy,5
grok4_fast_dinner_279,grok4_fast,dinner,Chiles Rellenos,Healthy Baked Chiles Rellenos with Black Beans and Quinoa,"[""4 pieces Poblano peppers, fresh"", ""200 g Black beans, cooked"", ""150 g Quinoa, cooked"", ""100 g Cottage cheese, low-fat"", ""50 g Cheddar cheese, reduced-fat, grated"", ""1 piece Onion, red, finely chopped"", ""2 cloves Garlic, fresh, minced"", ""15 ml Olive oil"", ""5 g Chili powder"", ""2 g Cumin, ground"", ""2 g Salt"", ""1 g Black pepper, ground"", ""200 g Tomato passata"", ""100 g Tomatoes, fresh, diced""]","Preheat your oven to 200°C. Place the poblano peppers directly over a medium-high flame on your stovetop, turning with tongs until the skins are charred and blistered on all sides, about 5 minutes total. Transfer the peppers to a bowl, cover tightly with plastic wrap, and let steam for 15 minutes. Gently peel off the charred skins under cool running water, then make a small slit lengthwise in each pepper and carefully remove the seeds and membranes, keeping the peppers intact. In a skillet over medium heat, warm 15 ml olive oil, add the chopped onion and minced garlic, and sauté until softened and fragrant, about 4 minutes. Stir in the cooked black beans, cooked quinoa, cottage cheese, chili powder, cumin, salt, and black pepper, and cook for 3 minutes to blend the flavors. Stuff each poblano pepper generously with the bean-quinoa mixture and place them seam-side up in a baking dish. In a small bowl, mix the tomato passata and diced tomatoes, then pour evenly over the stuffed peppers. Sprinkle the grated cheddar cheese on top. Bake in the preheated oven for 25-30 minutes until the cheese is melted and bubbly and the peppers are tender. Remove from the oven and let rest for 5 minutes before serving.",4,1420,72,42,188,12,18,38,4.2,680,14.5,320,980,2850,8.2,24,65,450,1.2,6.5,180,420,2.1,0.9,0.8,6.5,1.8,6,healthy,5
grok4_fast_dinner_280,grok4_fast,dinner,Chiles Rellenos,Healthy Baked Chiles Rellenos with Quinoa and Black Beans,"[""4 pieces Poblano peppers, fresh"", ""150 g Quinoa, dry"", ""400 g Black beans, cooked"", ""200 g Tomatoes, chopped"", ""1 piece Onion, red, medium"", ""2 cloves Garlic"", ""100 g Cheese, cheddar, reduced fat"", ""2 pieces Egg, whole, raw"", ""100 g Egg white, raw"", ""50 g Flour, wheat"", ""1 tsp Cumin, ground"", ""1 tsp Oregano, dried"", ""1 tbsp Olive oil"", ""200 ml Vegetable broth""]","Preheat your oven to 200°C. Rinse the quinoa under cold water and cook it in 300 ml of boiling water for 15 minutes until fluffy, then set aside. Cut a slit lengthwise in each poblano pepper, remove the seeds and membranes carefully without tearing the peppers, and set them aside. In a skillet, heat 1 tbsp olive oil over medium heat, add the chopped onion and minced garlic, and sauté for 3-4 minutes until softened and fragrant. Stir in the chopped tomatoes, cooked black beans, cooked quinoa, cumin, oregano, and 100 ml vegetable broth, and simmer for 5 minutes until the mixture thickens slightly, then remove from heat and let cool. Stuff each poblano pepper generously with the quinoa-bean mixture, place them in a baking dish, and top each with 25 g of shredded cheddar cheese. In a bowl, whisk together the 2 whole eggs and 100 g egg whites until smooth, then lightly coat each stuffed pepper with a dusting of flour and dip into the egg mixture. Pour the remaining 100 ml vegetable broth around the peppers in the dish to keep them moist. Bake in the preheated oven for 25-30 minutes until the egg coating is golden and set, and the cheese is melted and bubbly. Remove from the oven and let rest for 5 minutes before serving hot.",4,1850,98,52,256,16,18,48,3.2,850,18,420,1250,3200,9.5,120,85,650,4.5,6.8,280,520,2.8,1.2,1.4,12,2.1,6,healthy,5
grok4_fast_dinner_281,grok4_fast,dinner,Chili Recipes,Healthy Turkey and Quinoa Vegetable Chili,"[""500 g Turkey mince, lean"", ""150 g Quinoa, dry"", ""400 g Tomatoes, chopped, canned"", ""400 g Kidney beans, canned, drained"", ""200 g Carrots, chopped"", ""150 g Red bell pepper, chopped"", ""150 g Onion, chopped"", ""2 cloves Garlic, chopped"", ""15 ml Olive oil"", ""500 ml Vegetable broth"", ""15 g Chili powder"", ""5 g Ground cumin"", ""2 g Dried oregano"", ""2 g Salt"", ""1 g Black pepper, ground""]","Heat the olive oil in a large pot over medium heat. Add the chopped onion and garlic, and sauté for 3-4 minutes until softened and fragrant. Add the turkey mince, breaking it up with a spoon, and cook for 5-7 minutes until browned and no longer pink. Stir in the chili powder, ground cumin, dried oregano, salt, and black pepper, cooking for 1 minute to toast the spices. Add the chopped carrots, red bell pepper, canned tomatoes with their juice, drained kidney beans, and vegetable broth. Bring the mixture to a boil, then reduce the heat to low and simmer covered for 20 minutes. Rinse the quinoa under cold water, add it to the pot, and simmer uncovered for another 15-20 minutes, stirring occasionally, until the quinoa is tender and the chili has thickened. Taste and adjust seasoning if needed. Remove from heat and let it rest for 5 minutes before serving hot.",6,2850,185,65,340,12,45,75,5.2,650,32,620,2400,5200,18,20,95,5500,0.5,12,220,750,4.5,2.2,1.5,45,4.8,6,healthy,6
grok4_fast_dinner_282,grok4_fast,dinner,Chili Recipes,Healthy Turkey and Bean Chili with Vegetables,"[""15 ml Olive oil"", ""500 g Turkey mince, lean"", ""200 g Onion, raw"", ""2 cloves Garlic, raw"", ""200 g Red bell pepper, raw"", ""200 g Carrots, raw"", ""15 g Chili powder"", ""5 g Ground cumin"", ""2 g Dried oregano"", ""5 g Salt, table"", ""400 g Tomatoes, chopped, canned"", ""400 g Kidney beans, canned, drained"", ""250 ml Water"", ""20 g Tomato puree""]","Heat the olive oil in a large pot over medium heat. Add the turkey mince and cook, stirring occasionally, until browned and no longer pink, about 8 minutes. Add the chopped onion, minced garlic, diced red bell pepper, and sliced carrots, and saute until the vegetables soften, about 5 minutes. Stir in the chili powder, ground cumin, dried oregano, and salt, cooking for 1 minute until fragrant. Add the chopped tomatoes with their juice, drained kidney beans, water, and tomato puree. Bring to a boil, then reduce heat to low, cover, and simmer for 30-40 minutes, stirring occasionally, until the chili thickens and flavors meld. Taste and adjust seasoning if needed. Serve hot.",6,2150,162,72,176,15,52,52,10,450,22,380,1700,5200,12,20,95,4000,0.5,8,220,450,4.5,1.2,1.1,35,3.2,6,healthy,6
grok4_fast_dinner_283,grok4_fast,dinner,Chili Recipes,Healthy Turkey and Quinoa Vegetable Chili,"[""500 g Turkey mince, lean"", ""150 g Quinoa, dry"", ""400 g Tomatoes, chopped, canned"", ""400 g Kidney beans, canned, drained"", ""200 g Carrots, raw"", ""150 g Red bell pepper, raw"", ""150 g Onion, raw"", ""2 cloves Garlic, raw"", ""15 ml Olive oil"", ""5 g Chili powder"", ""3 g Ground cumin"", ""2 g Dried oregano"", ""5 g Salt"", ""2 g Black pepper, ground"", ""500 ml Vegetable broth"", ""100 g Sweetcorn kernels, canned, drained""]","Heat the olive oil in a large pot over medium heat. Add the chopped onion, diced carrots, chopped red bell pepper, and minced garlic, and sauté for 5-7 minutes until the vegetables soften and the onion becomes translucent. Add the turkey mince, breaking it up with a spoon, and cook for 6-8 minutes until browned and cooked through. Stir in the chili powder, ground cumin, dried oregano, salt, and black pepper, and cook for 1 minute until fragrant. Add the canned chopped tomatoes with their juice, drained kidney beans, vegetable broth, and quinoa. Bring the mixture to a boil, then reduce the heat to low, cover, and simmer for 25-30 minutes, stirring occasionally, until the quinoa is tender and the chili has thickened. Stir in the drained sweetcorn and simmer for an additional 5 minutes. Taste and adjust seasoning if needed. Remove from heat and let it stand for 5 minutes before serving.",6,2850,180,75,320,15,45,70,8,550,30,650,2200,5200,18,20,120,4000,1,10,200,650,4,2.2,1.2,35,4.5,6,healthy,6
grok4_fast_dinner_284,grok4_fast,dinner,Chili Recipes,Healthy Turkey and Quinoa Vegetable Chili,"[""15 ml Olive oil"", ""500 g Turkey mince, raw"", ""200 g Onion, raw"", ""2 cloves Garlic, raw"", ""2 pieces Red bell pepper, raw"", ""300 g Carrots, raw"", ""400 g Chopped tomatoes, canned"", ""400 g Kidney beans, canned, drained"", ""100 g Quinoa, dry"", ""500 ml Vegetable stock"", ""15 g Chili powder"", ""5 g Ground cumin"", ""3 g Smoked paprika"", ""2 g Dried oregano"", ""5 g Sea salt""]","Heat the olive oil in a large pot over medium heat. Add the turkey mince and cook, stirring occasionally, until browned and no longer pink, about 8 minutes. Stir in the chopped onion and minced garlic, cooking until the onion softens and becomes translucent, around 5 minutes. Add the diced red bell peppers and sliced carrots, sautéing for another 4 minutes until slightly softened. Sprinkle in the chili powder, ground cumin, smoked paprika, and dried oregano, stirring for 1 minute to toast the spices and release their aroma. Pour in the chopped tomatoes, drained kidney beans, quinoa, and vegetable stock, stirring everything together well. Bring the mixture to a boil, then reduce the heat to low, cover, and simmer for 25-30 minutes, stirring occasionally, until the quinoa is tender and the chili has thickened. Check the seasoning with salt, simmer uncovered for 5 more minutes if needed to reach desired consistency. Remove from heat and let it stand for 5 minutes before serving.",6,2150,145,65,220,12,45,50,5.5,450,22,420,1650,5200,12,20,85,4500,0.5,8,220,450,3.5,1.4,1.1,28,3.2,6,healthy,6
grok4_fast_dinner_285,grok4_fast,dinner,Chili Recipes,Healthy Turkey and Quinoa Vegetable Chili,"[""500 g Turkey mince, lean"", ""150 g Quinoa, dry"", ""400 g Kidney beans, canned, drained"", ""400 g Chopped tomatoes, canned"", ""200 g Bell peppers, red, chopped"", ""150 g Onion, chopped"", ""2 cloves Garlic, minced"", ""15 ml Olive oil"", ""500 ml Vegetable broth"", ""15 g Chili powder"", ""5 g Ground cumin"", ""3 g Dried oregano"", ""2 g Salt"", ""1 g Black pepper, ground""]","Heat the olive oil in a large pot over medium heat. Add the chopped onion and minced garlic, and sauté for 3-4 minutes until softened and fragrant. Add the turkey mince, breaking it up with a spoon, and cook for 5-7 minutes until browned and no longer pink. Stir in the chili powder, ground cumin, dried oregano, salt, and black pepper, cooking for 1 minute to toast the spices. Add the chopped bell peppers, rinsed quinoa, drained kidney beans, chopped tomatoes, and vegetable broth. Bring the mixture to a boil, then reduce the heat to low, cover, and simmer for 25-30 minutes, stirring occasionally, until the quinoa is tender and the chili has thickened. Taste and adjust seasoning if needed. Remove from heat and let it stand for 5 minutes before serving.",6,2850,190,65,340,12,35,75,6.5,650,32,520,2100,5200,18,20,85,1200,0.5,8,220,480,4.5,1.8,1.2,35,3.2,6,healthy,6
grok4_fast_dinner_286,grok4_fast,dinner,Chowders,Creamy Salmon and Vegetable Chowder,"[""300 g Salmon fillet, raw, Atlantic"", ""200 g Potatoes, raw, peeled"", ""150 g Carrots, raw"", ""100 g Celery stalks, raw"", ""1 small Onion, raw (100 g)"", ""2 dl Milk, low-fat (1.5% fat)"", ""4 dl Vegetable broth"", ""15 g Butter"", ""20 g Whole wheat flour"", ""5 g Fresh dill, chopped"", ""3 g Salt"", ""1 g Black pepper, ground""]","Peel and dice the potatoes, carrots, and celery into small 1 cm cubes. Finely chop the onion. Cut the salmon fillet into 2 cm chunks. In a large pot, melt the butter over medium heat. Add the chopped onion, carrots, and celery, and sauté for 5 minutes until softened but not browned. Sprinkle in the whole wheat flour and stir for 1 minute to make a roux. Gradually pour in the vegetable broth while stirring to avoid lumps, then add the diced potatoes. Bring to a simmer, reduce heat to low, cover, and cook for 15 minutes until vegetables are tender. Stir in the milk and salmon chunks, season with salt and pepper, and simmer gently for 5-7 minutes until salmon is just cooked through and flakes easily. Stir in the chopped dill and remove from heat. Let stand for 2 minutes before serving to thicken.",4,1420,92,52,102,18,22,13,10,450,4.5,180,1200,3200,3.5,120,85,900,18,4,18,120,8,0.6,0.8,18,1.8,6,healthy,5
grok4_fast_dinner_287,grok4_fast,dinner,Chowders,Creamy Salmon and Vegetable Chowder,"[""400 g Salmon fillet, raw, without skin"", ""300 g Potatoes, raw, peeled"", ""150 g Carrots, raw, peeled"", ""100 g Celery stalks, raw"", ""1 medium Onion, raw (100 g)"", ""2 dl Milk, low-fat (1.5% fat)"", ""4 dl Vegetable broth, low-sodium"", ""20 g Butter, unsalted"", ""20 g Whole wheat flour"", ""10 g Fresh dill, chopped"", ""5 g Salt"", ""2 g Black pepper, ground""]","Peel and dice the potatoes into 1 cm cubes, peel and slice the carrots into thin rounds, chop the celery stalks and onion finely, and cut the salmon fillet into 2 cm pieces. In a large pot, melt the butter over medium heat. Add the chopped onion and celery, and sauté for 4-5 minutes until softened and translucent, stirring occasionally. Sprinkle the whole wheat flour over the vegetables and stir for 1 minute to form a roux. Gradually pour in the vegetable broth while stirring constantly to avoid lumps, then add the diced potatoes and sliced carrots. Bring the mixture to a boil, then reduce the heat to low, cover, and simmer for 15 minutes until the vegetables are tender. Stir in the milk and chopped dill, then add the salmon pieces. Simmer gently for another 5-7 minutes without boiling, until the salmon is just cooked through and flakes easily. Season with salt and black pepper, checking the consistency—it should be thick and creamy. Remove from heat and let it stand for 2 minutes before serving hot.",4,1780,128,72,112,22,28,14,12,520,6,220,1400,3600,4.5,120,85,1200,18,4.5,25,140,8.5,0.8,1.2,25,2.2,6,healthy,5
